ID,Title,Alternative Title,Year,Certificate,Director,Language,Duration,Country of Origin,Actors,tmdb_id
76353,Kid-Thing,,2012,15,David Zellner,English,83,US,"Sydney Aguirre, Susan Tyrell, Nathan Zellner, David Zellner",84291
76358,Bye Bye Blondie,,2012,15,Virginie Despentes,French,97,France,"Emmanuelle BÈart, BÈatrice Dalle, Soko, Clara Ponsot, Pascal Greggory",134781
76365,Piercing 1/ plus Filmmaker Q&A,,2010,15,,,75,,
76487,Ping Pong,,2012,PG,Hugh Hartford,"English, German, Japanese, Mandarin",76,"Great Britain, Canada",,122597
76482,A Thousand Kisses Deep,,2011,15,Dana Lustig,English,84,Great Britain,"Emilia Fox, Dougray Scott, Jodie Whittaker, David Warner",99444
75808,Silent Souls,Ovsyanki,2010,15,Aleksei Fedorchenko,Russian,77,Russia,"Yuliya Aug, Larisa Damaskina, Olga Dobrina, Viktor Gerrat",51276
75594,The Hunter,,2011,15,Daniel Nettheim,English,101,,"Willem Dafoe, Sam Neill, Frances OíConnor, Morgana Davies, Jacek Koman",70954
75582,In Your Hands,Contre Toi,2010,15,Lola Doillon,French,81,France,"Pio Marmai, Jean-Phillippe Ecoffey, Kristin Scott Thomas",33294
75525,Le Quai des brumes,Port of Shadows,1938,PG,Marcel CarnÈ,French,91,France,"Jean Gabin, MichËle Morgan, Michel Simon, Pierre Brasseur",46326
75370,Strawberry Fields,,2011,15,Frances Lea,English,87,Great Britain,"Anna Madeley, Christine Bottomley, Emun Elliot",137752
75374,Jaws,,1975,12A,Steven Spielberg,English,118,US,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton",578
75382,The Bad and the Beautiful,,1952,PG,Vincente Minnelli,English,118,US,"Kirk Douglas, Lana Turner, Barry Sullivan, Dick Powell, Gloria Grahame",32499
75470,Killer Joe,,2011,18,William Friedkin,English,102,US,"Emile Hirsch, Thomas Haden Church, Juno Temple, Gina Gershon, Matthew McConaughey",73567
74940,Shadow Dancer,,2012,15,James Marsh,English,102,"Great Britain, Ireland","Clive Owen, Andrea Riseborough, Gillian Anderson, Aidan Gillen",84336
75220,Live Broadcast/ The Genius of Hitchcock: The Lodger,,1926,PG,Alfred Hitchcock,English,90,Great Britain,"Ivor Novello, June, Marie Ault, Malcolm Keen"
75144,Marina Abramovi,,2012,15,Matthew Akers,English,106,US,
75113,Electrick Children ,,2012,15,Rebecca Thomas,English,95,US,"Julia Garner, Rory Culkin, Liam Aiken, Bill Sage, Cynthia Watros, Billy Zane",89237
75040,Take This Waltz ,,2011,15,Sarah Polley,English,116,Canada,"Michelle Williams, Seth Rogen, Luke Kirby, Sarah Silverman",86555
75099,The Giants ,Les gÈants,2011,15,Bouli Lanners,French,84,"Belgium, France, Luxemburg","Zacharie Chasseriaud, Martin Nissen, Paul Bartel, Karim Leklou",78563
75161,Searching For Sugar Man,,2011,12A,Malik Bendjelloul,English,86,"Sweden, Great Britain",,84334
74846,Berberian Sound Studio ,,2012,15,Peter Strickland,English,92,Great Britain,"Toby Jones, Cosimo Fusco, Antonio Mancino, Fatma Mohamed, Salvatore Li causi",116811
74525,NT Live: The Last of the Haussmans,,2012,live,Howard Davies,English,180,Great Britain,"Julie Walters, Rory Kinnear, Helen McCrory, Matthew Marsh, Isabella Laughland"
74506,NT Live: The Curious Incident of the Dog in the Night-Time,,2012,15,Marianne Elliott,English,160,Great Britain,"Niamh Cusack, Una Stubbs, Luke Treadaway"
74558,NT Live: Timon of Athens,,2012,live,Nicholas Hytner,English,180,GB,"Simon Russell Beale, Martin Chamberlain, Jason Cheater, Deborah Findlay"
74546,On The Road,,2012,15,Walter Salles,English,124,"France, Great Britain, US","Sam Riley, Garrett Hedlund, Kristen Stewart, Kirsten Dunst, Tom Sturridge, Viggo Mortensen, Amy Adams, Steve Buscemi",83770
74498,Lawless,,2012,18,John Hillcoat,English,116,US,"Shia LaBeouf, Tom Hardy, Guy Pearce, Jessica Chastain, Mia Wasikowska, Gary Oldman, Noah Taylor",82633
74848,Ai Weiwei: Never Sorry,,2012,15,Alison Klayman,"English, Mandarin",91,"US, China",,84169
74663,A Simple Life,Tao jie,2011,PG,Ann Hui,"Cantonese, Mandarin",118,Hong Kong,"Andy Lau, Deani Ip",91186
74661,Barbara,,2012,12A,Christian Petzold,German,105,Germany,"Nina Hoss, Ronald Zehrfeld, Rainer Bock, Christiana Hecke",155714
74654,7 Days in Havana ,7 DÌas en la Habana,2012,15,"Benicio del Toro, Elia Suleiman, Gaspar NoÈ, Juan Carlos TabÌo, Julio Medem, Laurent Cantet, Pablo Trapero",Spanish,129,"Spain, France","Daniel Br¸hl, Emir Kusturica, Elia Suleiman, Josh Hutcherson",94904
74666,Nostalgia for the Light ,Nostalgia de la luz,2010,12A,Patricio Guzm·n,"English, Spanish",93,"France, Germany, Chile",,72721
74581,North Sea Texas,,2011,15,Bavo Defurne,Dutch,93,Belgium,"Jelle Florizoone, Eva van der Gucht, Mathias Vervgels",100898
74583,Circumstance,Sharayet,2011,15,Maryam Keshavarz,Persian,106,"US, Iran, Lebanon","Nikohl Boosheri, Sarah Kazemy, Reza Sixo Safai, Soheil Parsa, Nasin Pakkho",60421
74585,Romeos,,2011,15,Sabine Bernardi,German,94,Germany,"Rick Okon, Maximilian Befort, Liv Lisa Fries, Felix Brocke, Silke Geertz",81704
74252,Big Blue Lake,Da lan hu,2011,PG,Jessey Tsang Tsui-Shan,Cantonese,98,Hong Kong,"Leila Tong, Lawrence Chou, Amy Chun",96817
73314,Cosmopolis,,2012,15,David Cronenberg,English,109,"Canada, France","Robert Pattinson, Jay Baruchel, Juliette Binoche, Paul Giamatti, Mathieu Amalric, Samantha Morton",49014
73334,A Royal Affair,,2012,15,Nikolaj Arcel,Danish,138,,"Mads Mikkelsen, Alicia Vikander, Mikke Boe F¯lsgaard, Trine Dyrholm, David Dencik",88273
73436,On the Sly,,2011,U,Olivier Ringer,English (Dubbed),77,"France, Belgium","Wynona Ringer, Olivier Ringer, Macha Ringer",130370
73430,Your Sisterís Sister,,2011,15,Lynn Shelton,English,90,US,"Emily Blunt, Mark Duplass, Rosemarie Dewitt, Mike Birbiglia",84355
73322,Polisse,,2011,15,MaÔwenn,"Arabic, French, Italian, Romanian",127,France,"Karin Viard, Joeystarr, Marina FoÔs, Nicolas Duvauchelle, Karole Rocher",71157
73310,Woody Allen: A Documentary,,2011,15,Robert B. Weide,English,113,US,,81167
73207,This is Not a Film,In film nist,2010,U,"Jafar Panahi, Mojtaba Mirtahmasb",Farsi,75,Iran,,83552
73125,Iron Sky,,2012,15,Timo Vuorensola,"English, German",89,"Finland, Germany, Austria","Udo Kier, Kym Jackson, Julia Dietze, Peta Sergeant, Stephanie Paul",10679
72842,The Angelsí Share,,2012,15,Ken Loach,English,101,"Belgium, France, Italy, UK","Paul Brannigan, John Henshaw, Roger Allam, Gary Maitland, Jasmin Riggins, William Ruane, Siobhan Reilly",103747
72793,Being Elmo ñ A Puppeteerís Journey,,2011,U,Constance Marks,English,76,US,,75301
72781,Blackthorn,,2010,15,Mateo Gil,English,103,Spain,"Sam Shepard, Eduardo Noriega, Stephen Rea, Magaly Solier, Dominique McElligott",68818
72770,Free Men,Les Hommes libres,2011,12A,IsmaÎl Ferroukhi,"Arabic, French",99,France,"Tahar Rahim, Michael Lonsdale, Mahmoud Shalaby, Lubna Azabal",85741
72614,Two Years at Sea,,2011,U,Ben Rivers,English,90,Great Britain,Jake Williams,97762
72597,Beloved,Les Bien-AimÈs,2011,15,Christophe HonorÈ,French,139,France,"Chiara Mastroianni, Catherine Deneuve, Ludivine Sagnier, Louis Garrel, Milos Forman",39437
71710,The Witches,,1990,PG,Nicolas Roeg,English,92,"Great Britain, US","Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson, Brenda Blethyn, Jane Horrocks",40244
72397,Monsieur Lazhar,,2011,12A,Philippe Falardeau,French,94,Canada,"Mohamed Fellag, Sophie NÈlisse, Evelyne de la CheneliÈr, …milien NÈron, Danielle Proulx, Brigitte Poupart",78480
72379,CafÈ de Flore,,2011,15,Jean-Marc VallÈe,French,121,"Canada, France","Vanessa Paradis, Kevin Parent, Helene Florent, Evelyne Brochu, Marin Gerrier",85033
71770,Damsels in Distress,,2011,15,Whit Stillman,English,99,US,"Greta Gerwig, Adam Brody, Analeigh Tipton, Megalyn Echikunwoke, Carrie MacLemore",82533
71057,Vinyl,,1965,15,Andy Warhol,English,70,"US, Great Britain","Tosh Carillo, Larry Latrae, Gerard Malanga, Edie Sedgwick",177999
71363,Robert MugabeÖ What Happened?,,2011,15,Simon Bright,English,84,"Great Britain, France, South Africa",,199778
71249,Al & Al: The Creator,,2012,15,Al &amp; Al,English,45,Great Britain,
71231,Swandown,,2012,12A,Andrew Kˆtting,English,94,Great Britain,,119672
71048,A Clockwork Orange,,1971,18,Stanley Kubrick,English,137,Great Britain,"Malcolm McDowell, Patrick Magee, Michael Bates",185
71030,Once Upon a Time... A Clockwork Orange ,,2011,12A,Antoine de Gaudemar,"English, French",52,France,
71006,Soylent Green ,,1973,15,Richard Fleischer,"English, Spanish",97,US,"Charlton Heston, Joseph Cotton, Edward G. Robinson, Leigh Taylor-Young",12101
70991,Metropolis,,1927,PG,Fritz Lang,,145,Germany,"Gustav Frˆlich, Brigitte Helm",19
70961,The Gospel of Us ñ The Passion of Port Talbot,,2011,12A,Dave McKean,English,120,UK,"Michael Sheen, Matthew Aubrey, Darren Lawrence, Francine Morgan"
70874,Ordet,The Word,1955,12A,Carl Theodor Dreyer,Danish,126,Denmark,"Henrik Malberg, Emil Hass Christensen, Preben Lerdorff Rye",48035
70855,Laura,,1944,U,Otto Preminger,English,88,US,"Gene Tierney, Dana Andrews, Clifton Webb",1939
70844,The Source,,2011,15,Radu Mihaileanu,Arabic,124,France,"Leila Bekhti, Hafsia Herzi, Biyouna, Hiam Abbas, Saleh Bakri, Sabrina Ouazani",51679
70834,Goodbye First Love,Un amour de jeunesse,2011,15,Mia Hansen-L¯ve,"Danish, French, German",111,"France, Germany","Lola CrÈton, Sebastian Urzendowsky, Magne-HÂvard Brekke, ValÈrie Bonneton, Serge Renko",82327
70828,Angel and Tony ,,2010,15,Alix Delaporte,French,83,France,"Clotilde Hesme, GrÈgory Gadebois, Evelyne Didi"
70821,Moonrise Kingdom,,2011,12A,Wes Anderson,English,94,US,"Bruce Willis, Edward Norton, Tilda Swinton, Bill Murray, Harvey Keitel, Frances McDormand, Jason Schwartzman",83666
70547,"Okay, Enough, Goodbye ","Tayeb, khalas, yalla",2011,PG,"Daniel Garcia, Rania Attieh",Arabic,93,Lebanon,"Daniel Arzrouni, NadimÈ Attieh, Walid Ayoubi, Nawal Mekdad"
70573,Where Do We Go Now?,"Et maintenant, on va o˘?",2011,12A,Nadine Labaki,"Arabic, English, Russian",102,"France, Lebanon, Italy, Egypt","Nadine Labaki, Claude Baz Moussawbaa, Layla Hakim, Yvonne Maalouf",77461
70564,Stray Bullet,,2012,12A,Georges Hachem,Arabic,75,Lebanon,"Nadine Labaki, Takia Chamoun, Badih Bouchakra",223427
70551,The Three Disappearances of Soad Hosni,Ikhtifaíaat Soad Hosni el-Thalaathat,2011,PG,Rania Stephan,Arabic,70,Lebanon,,228655
70533,I Want to See,Je Veux Voir,2008,PG,"Joana Hadjithomas, Khalil Joreige","Arabic, French",69,"France, Lebanon","Catherine Deneuve, Brigitte Curmi, Joseph Silva",8928
70503,Adam & Paul,,2004,15,Lenny Abrahamson,English,83,Ireland,,21810
70500,The Homeless Film Festival Short Film Programme,,,15,,,97,,
70495,Dark Days,,2000,15,Marc Singer,English,82,US,,14273
70486,Cathy Come Home,,1966,PG,Ken Loach,,77,GB,"Carol White, Ray Brooks, Winifred Dennis",263640
70472,Breathing,Atmen,2011,15,Karl Markovics,German,93,Austria,"Thomas Schubert, Karin Lischka, Gerhard Liebmann, Georg Friedrich, Stefan Matousch",209758
70465,This Must Be The Place,,2011,15,Paulo Sorrentino,,112,"Italy, France, Ireland","Sean Penn, Frances McDormand, Judd Hirsch, Eve Hewson, Kerry Condon",53487
70459,Marley,,2012,15,Kevin Macdonald,English,145,"US, GB",,90125
70454,Corpo celeste ,,2011,U,Alice Rohrwacher,Italian,99,"Italy, Switzerland, France","Yle Vianello, Salvatore Cantalupo, Pasqualina Scuncia, Anita Caprioli, Renato Carpentieri",64835
70449,Elles,,2011,18,Ma,"French, Polish",92,"France, Poland, Germany","Juliette Binoche, AnaÔs Demoustier, Joanna Kulig, Louis-Do de Lencquesaing",85297
70444,Headhunters,Hodejegerne,2011,15,Morten Tyldum,Norwegian,101,Norway,"Aksel Hennie, Synn¯ve Macody Lund, Nikolaj Coster-Waldau, Julie R. ÿlgaard",70670
70436,Le Havre ,,2011,PG,Aki Kaurism‰ki,French,93,"Finland, France, Germany","AndrÈ Wilms, Kati Outinen, Jean-Pierre Darroussin, Blondin Miguel, Elina Salo, Jean-Pierre LÈaud",73532
70312,Carancho,The Vulture,2010,15,Pablo Trapero,Spanish,107,Argentina,"Ricardo Darin, Martina Gusman, Carlos Webber, Jose Luis Arias, Fabio Ronzano",47261
70013,The Best Exotic Marigold Hotel,,2011,12A,John Madden,English,124,Great Britain,"Judi Dench, Tom Wilkinson, Maggie Smith, Bill Nighy, Dev Patel, Penelope Wilton, Liza Tarbuck",74534
69707,Bill Cunningham New York,,2010,12A,Richard Press,English,84,US,,55244
69429,In Darkness,,2011,15,Agnieszka Holland,"German, Polish, Ukrainian, Yiddish",114,"Canada, Germany, Poland","Robert Wieckiewicz, Benno Furman, Agnieszka Grochowska, Maria Schrader",73686
69437,The Kid with a Bike,Le gamin au vÈlo,2011,12A,"Jean-Pierre Dardenne, Luc Dardenne",French,87,"Belgium, France, Italy","CÈcile de France, Thomas Doret, JÈrÈmie Renier, Fabrizio Rongione, Egon di Mateo",63831
69431,"Into The Abyss: A Tale of Death, A Tale of Life",,2011,12A,Werner Herzog,English,107,US,,77365
69260,11 Flowers ,,2011,12A,Wang Xiao-Shuai,Mandarin,110,"China, France",,98232
68359,Rampart,,2011,15,Oren Moverman,English,108,US,"Anne Heche, Ben Foster, Steve Buscemi, Woody Harrelson, Sigourney Weaver, Robin Wright, Cynthia Nixon",75622
68364,House of Tolerance,,2011,18,Bertrand Bonello,French,126,France,"Hafsia Herzi, CÈline Sallette, Jasmine Trinca, AdËle Haenel",84427
68353,The Woman in the Fifth,,,15,Pawel Pawlikowski,English,84,"France, Poland, Great Britain","Ethan Hawke, Kristin Scott Thomas, Joanna Kulig, Samir Guesmi",82501
68097,Open 24H,,2011,15,Carles Torras,Spanish,70,Spain,"AmadÌs de Murga, Judit Uriach, JosÈ MarÌa Blanco, Fina Riuas",80282
67233,Terrados,Rooftops,2011,15,Demian Sabini,Spanish,77,Spain,"Demian Sabini, JÈssica Alonso, Carolina Cabrerizo, Alain Hern·ndez, Alex Molero, Pablo Molinero, Carla PÈrez, David ResplandÌ",139301
66490,Arrugas,Wrinkles,2011,U,Ignacio Ferreras,Spanish,90,Spain,"¡lvaro Guevara, Tacho Gonz·lez, Mabel Rivera",85444
67936,underexposed 2012,,,12A,,,60,,
67859,exposures 2012 Competition Screening: Programme 4,,2011,12A,Various,,81,Great Britain,
67839,exposures 2012 Competition Screening: Programme 5,,2011,15,Various,,79,Great Britain,
67849,exposures 2012 Competition Screening: Programme 6,,2011,15,Various,,87,Great Britain,
67817,exposures 2012 Competition Screening: Programme 3,,2011,18,Various,,76,Great Britain,
67808,exposures 2012 Competition Screening: Programme 2,,2011,12A,Various,,78,Great Britain,
67782,exposures 2012 Competition Screening: Programme 1,,2011,12A,Various,,72,Great Britain,
67249,Juan of the Dead,Juan de los muertos,2011,15,Alejandro BruguÈs,Spanish,100,Cuba,"Alexis DÌas de Villegas, Jorge Molina, Andrea Duro, Andros PerugorrÌa",74726
66482,Balada triste de trompeta,The Last Circus,2010,18,Alex de la Iglesia,Spanish,107,Spain,"Carlos Areces, Antonio de la Torre, Carolina Bang, Santiago Segura, Ra˙l ArÈvalo",56812
67255,Pa negre,Black Bread,2010,18,Agusti Villaronga,Catalan,108,Spain,"Francesc Colomer, Marina Comas, Nora Navas, Sergi Lopez, Roger Casamajor, LluÔsa Castell",57521
66467,Even the Rain,TambiÈn la lluvia,2010,15,IcÌar BollaÌn,Spanish,103,"Spain, Mexico, France","Gael GarcÌa Bernal, Luis Tosar, Karra Elejalde, Ra˙l ArÈvalo",53596
66453,Bons·i,Bonsai,2011,15,Cristi·n JimÈnez,Spanish,95,Chile,"Diego Noguera, Nathalia Galgani, Trinidad Gonz·lez, Hugo Medina",85543
67240,La Hora cero,The Zero Hour,2010,15,Diego Velasco,Spanish,100,Venezuela,"Zapata 666, Amanda Key, Laureano Olivarez, Erich Wildpret, Marisa Rom·n, Albi de Abreu",89495
66471,Las Malas intenciones,Bad Intentions,2011,PG,Rosario Garcia-Montero,Spanish,112,"Peru, Argentina, Germany","F·tima Buntinx, Katerina DíOnofrio, Paul Vega, Kani Hart",85660
67265,Acorazado,,2010,15,¡lvaro Curiel,Spanish,98,Mexico,"Silverio Palacios, Laura De La Uz, Salvador Sanchez, Santiago Alfonso, Norma AngÈlica, Enrique Molina, Terry Holiday",116841
65505,British Animation Awards 2012: Programme Two,,,12A,,,105,,
66548,The Treasures of Long Gone John,,2006,15,Gregg Gribbs,English,97,US,"Long Gone John, Todd Shorr, Mark Ryden, Camille Rose Garcia, Robert Williams",228934
62688,NT Live: Travelling Light,,2012,live,Nicholas Hytner,English,195,Great Britain,Anthony Sher
64965,Patience (After Sebald),,2010,12A,Grant Gee,English,90,UK,,96535
66207,Surviving Life,Theory and Practice,2010,15,Jan Svankmajer,Czech,109,"Czech Republic, Slovak Republic, Japan","Vaclav Helsus, Klara Issova, Zuzana Kronerova",76638
65221,El Premio,The Prize,2010,12A,Paula Markovitch,Spanish,99,"Poland, Mexico, Germany, France","Laura Agorreca, Paula Galinelli Hertzog, Uriel Iasillo",107073
66015,The Well Digger's Daughter,La Fille du puisatier,2011,PG,Daniel Auteuil,French,109,France,"Daniel Auteuil, Kad Merad, Sabine AzÈma, Jean-Pierre Darroussin, Nicolas Duvauchelle",84875
65252,La Mirada invisible,The Invisible Eye,2010,15,Diego Lerman,Spanish,95,"Argentina, France, Spain","Julieta Zylberberg, Osmar N˙Òez, Marta Lubos",51548
65246,PequeÒas voces,Little Voices,2010,12A,"Jairo Carrillo, ”scar Andrade",Spanish,76,Colombia,,136274
65237,Primos,Cousinhood,2010,15,Daniel S·nchez ArÈvalo,Spanish,97,Spain,"Quim GutiÈrrez, Inma Cuesta, Ra˙l ArÈvalo, Antonio de la Torre, Adri·n Lastra",56647
65233,Hermano,Brother,2010,15,Marcel Rasquin,Spanish,97,Venezuela,"Fernando Moreno, Eli˙ Armas, Marcela GirÛn, Gonzalo Cubero, Beto Benites",51976
65226,El Gran V·zquez,The Great V·zquez,2010,12A,”scar Aibar,Spanish,100,Spain,"Santiago Segura, MercË Llorens, Alex Angulo, Manolo Solo",57413
65203,P·jaros de papel,Paper Birds,2010,PG,Emilio AragÛn,Spanish,117,Spain,"Imanol Arias, Lluis Homar, Roger PrÌncep, Carmen Machi",50004
65208,Les Enfants du paradis ,,1945,PG,Marcel CarnÈ,French,190,France,"Arletty, Jean-Louis Barrault, Pierre Brasseur, Marcel Harrand",2457
65406,The Hunt,La caza,1966,15,Carlos Saura,Spanish,90,Spain,"Ismael Merlo, Alfredo Mayo, Jose Maria Prada",211865
65482,The Last Waltz,,1978,U,Martin Scorsese,English,116,US,,13963
65490,British Animation Awards 2012: Programme Three,,2011,15,,,72,Great Britain,
65444,British Animation Awards 2012: Programme One,,2011,12A,,,65,"Great Britain, Russia, France",
65213,The Shining,,1980,18,Stanley Kubrick,,115,US,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers",694
65330,Wreckers,,2011,15,D.R. Hood,English,85,UK,"Benedict Cumberbatch, Claire Foy, Shaun Evans, Sinead Matthews",95675
64891,My Week with Marilyn,,2011,15,Simon Curtis,English,99,UK,"Michelle Williams, Eddie Redmayne, Kenneth Branagh, Dougray Scott, Emma Watson, Dominic Cooper, Judy Dench",75900
64797,Once Upon a Time in Anatolia ,,2011,15,Nuri Bilge Ceylan,Turkish,157,"Turkey, Bosnia Herzegovina","Muhammet Uzuner, Yilmaz Erdogan, Taner Birsel",74879
64794,Michael,,2011,18,Markus Schleinzer,German,97,Austria,"Michael Fuith, David Rauchenberger",2928
64768,Trishna,,2011,15,Michael Winterbottom,"English, Hindi",114,UK,"Freida Pinto, Riz Ahmed, Kalki Koechlin",85542
64709,A Dangerous Method ,,2011,15,David Cronenberg,,99,"UK, Germany, Canada","Viggo Mortensen, Keira Knightley, Michael Fassbender, Vincent Cassel",48231
64703,Martha Marcy May Marlene ,,2011,15,Sean Durkin,English,102,US,"Elizabeth Olsen, Brady Corbett, Hugh Dancy, John Hawkes, Sarah Paulson",50837
64696,Carnage,,2011,15,Roman Polanski,,80,"Poland, Germany, France","Jodie Foster, Kate Winslet, John C. Reilly, Christoph Waltz",72113
64595,Tatsumi,,2011,15,Eric Khoo,Japanese,96,Singapore,,83114
64587,The Turin Horse ,A TorinÛi lÛ,2011,15,BÈla Tarr,Hungarian,154,"Switzerland, Hungary, Germany, France","Erika BÛk, J·nos Derzsi, Mih·ly Kormos, Ricsi",81401
64583,The Descendants ,,2011,15,Alexander Payne,English,115,US,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause, Beau Bridges, Judy Greer",65057
64577,Coriolanus,,2011,15,Ralph Fiennes,English,123,UK,"Ralph Fiennes, Gerard Butler, Vanessa Redgrave, Jessica Chastain, Brian Cox",101173
64574,The Artist,,2011,PG,Michel Hazanavicius,Silent,100,France,"Jean Dujardin, BÈrÈnice Bejo, John Goodman, James Cromwell, Malcolm McDowell",74643
64566,The Iron Lady,,2011,12A,Phyllidia Lloyd,English,105,UK,"Meryl Streep, Jim Broadbent, Richard E. Grant, Olivia Colman",71688
64003,You Canít Take It With You,,1938,U,Frank Capra,English,126,US,"Jean Arthur, Lionel Barrymore, James Stewart, Edward Arnold, Mischa Auer, Ann Miller",34106
63980,Shame,,2011,18,Steve McQueen,English,101,UK,"Michael Fassbender, Carey Mulligan, James Badge Dale",76025
63720,Sigur RÛs Presents - Inni,,2011,U,Vincent Morisset,"English, Icelandic",81,"UK, Canada",
63589,Hawi,The Juggler,2010,12A,Ibrahim El Batout,Arabic,111,Egypt,"Hanan Youssef, Sherif El Dessouki, Mohamed El Sayed, Fady Iskandar"
63570,Mysteries of Lisbon ,,2010,PG,Raoul Ruiz,Portugese,266,"Portugal, France","Adriano Luz, Maria Jo„o Bastos, Ricardo Pereira, Clotilde Hesme",57403
63480,Dreams of a Life,,2011,12A,Carol Morley,English,95,UK,"Zawe Ashton, Alix Luka-Cain",83540
63428,Sarah Palin: You Betcha! ,,2011,12A,Nick Broomfield,English,90,Great Britain,,74537
63302,This Our Still Life,,2011,12A,Andrew Kˆtting,English,57,,,128849
63239,Take Shelter,,2011,15,Jeff Nichols,English,121,US,"Michael Shannon, Jessica Chastain, Shea Whigham, Katy Mixon, Kathy Baker",64720
62703,NT Live: She Stoops To Conquer,,2012,live,,English,195,Great Britain,"Katherine Kelly, Steve Pemberton, Sophie Thompson"
59736,Drifters: Live score from Jason Singh,,1929,U,John Grierson,English,40,GB,
62667,"Oslo, August 31st",,2011,15,Joachim Trier,Norwegian,94,Norway,"Anders Borchgrevink, Andreas Braaten, Hans Olav Brenner, Malin Crepin",75233
59727,The Lost World: live score from JJ Garden ,,1925,PG,Harry O. Hoyt,English,100,US,"Lewis Stone, Lloyd Hughes, Wallace Beery, Bessie Love"
61763,Weekend,,2011,18,Andrew Haigh,English,97,GB,"Chris New, Tom Cullen",79120
60713,Home Alone,,1990,PG,Chris Columbus,English,99,US,"Catherine OíHara, Daniel Stern, Joe Pesci, John Candy, John Heard, Macaulay Culkin",771
60733,Labyrinth,,1986,U,Jim Henson,English,101,"US, Great Britain","David Bowie, Jennifer Connelly",13597
60755,The Shop Around the Corner ,,1940,U,Ernst Lubitsch,English,98,US,"Frank Morgan, James Stewart, Margaret Sullavan",20334
60718,West Side Story,,1961,PG,"Jerome Robbins, Robert Wise",English,151,US,"Nathalie Wood, Richard Beyme, Rita Moreno, Russ Tamblyn",1725
61454,The Girl With The Dragon Tattoo,,2011,18,David Fincher,English,158,"US, Sweden, Great Britain, Germany","Christopher Plummer, Daniel Craig, Robin Wright, Rooney Mara",65754
60709,Robert Mitchum is Dead,Robert Mitchum est mort,2010,15,"Fred Kihn, Olivier Babinet",French,91,France,Andre
60706,Service Entrance,Les femmes du 6eme e,2010,12A,Philippe Le Guay,French,106,France,"Carmen Maura, Fabrice Luchini, Natalia Verbeke, Sandrine Kiberlain",57243
61364,White Christmas,,1954,U,Michael Curtiz,English,120,US,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen",13368
55622,NT Live: The Kitchen,,,live,Bijan Sheibani,English,,,Tom Brooke
60731,Gilda,,1946,PG,Charles Vidor,English,110,USA,"Rita Hayworth, Glenn Ford, George Macready",3767
60701,We Have a Pope,Habemus Papam,2011,PG,Nanni Morretti,Italian,105,"Italy, France","Michel Piccoli, Nanni Moretti, Renato Scarpa, Jerzy Stuhr",61667
57817,Lola,Grandmother,2009,15,Brillante Mendoza,Tagalog,110,Philippines,"Anita Linda, Jhong Hilario, Rustica Carpio, Tanya Gomez",2264
60802,NT Live: The Comedy of Errors,,2012,live,Dominic Cooke,English,195,Great Britain,"Claudie Blakely, Lenny Henry, Lucian Msamati"
60681,The Black Power Mixtape 1967 - 1975,,2011,12A,Goran Hugo Olsson,English,96,Sweden,,75000
57807,The Gaze Returned: Three Short Films from China ,,"2007, 2009, 2010",12A,"Cao Fei, Huang Wenhai, Wang Jianwei",,54,China,
59951,Midnight in Paris,,2011,12A,Woody Allen,"English, French",94,"US, Spain","Adrien Brody, Carla Bruni, Kathy Bates, Marion Cotillard, Michael Sheen, Owen Wilson, Rachel McAdams",59436
60063,The Evil Dead ,,1981,18,Sam Raimi,English,85,US,"Betsy Baker, Bruce Campbell, Ellen Sandweiss, Hal Delrich, Sarah York",764
59715,The Lavender Hill Mob,,1951,U,Charles Crichton,English,81,GB,"Alec Guinness, Sidney James, Stanley Holloway",32961
59696,Junkhearts,,2011,15,Tinge Krishnan,English,100,GB,"Eddie Marsan, Romola Garai, Shaun Dooley, Tom Sturridge, Candese Reid",85529
59669,Tyrannosaur,,2010,18,Paddy Considine,English,91,GB,"Eddie Marsan, Olivia Colman, Peter Mullan",76543
59656,The Rebel,,1961,U,Robert Day,English,101,GB,"George Sanders, Irene Handl, John Le Mesurier, Tony Hancock",87977
59626,Las Acacias ,,2011,12A,Pablo Giorgelli,Spanish,86,"Spain, Argentina","Germ·n de Silva, Hebe Duarte",85549
59614,Snowtown,,2010,18,Justin Kurzel,English,120,Australia,"Daniel Henshall, Louise Harris, Lucas Pittaway",67748
59609,The Deep Blue Sea ,,2011,12A,Terence Davies,English,98,GB,"Rachel Weisz, Simon Russell Beale, Tom Hiddleston",51994
59599,Wuthering Heights ,,2011,15,Andrea Arnold,English,129,GB,"James Howson, Kaya Scodelario, Nichola Burley",25095
59591,The Future ,,2010,12A,Miranda July,English,91,US,"David Warshofsky, Hamish Linklater, Isabella Acres, Miranda July",54662
59540,Jack Goes Boating,,2010,15,Philip Seymour Hoffman,English,91,US,"Amy Ryan, Daphne Rubin-Vega, John Ortiz, Philip Seymour Hoffman",43943
59528,The Ides of March,,2011,15,George Clooney,English,101,US,"Evan Rachel Wood, George Clooney, Marisa Tomei, Paul Giamatti, Philip Seymour Hoffman, Ryan Gosling",10316
